nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y 
 971,   11,   55,    0,   51,   10,   45,   10,   36,   10,   62,    0,   42,   11,   62,   10,   52,   11,   59
 972,    1,   40,    0,   41,    1,   42,   11,   62,    1,   21,   11,   54,    0,   54,   11,   65,    0,   61
 973,    1,   55,    0,   54,    1,   26,   10,   39,   11,   60,   11,   65,   11,   55,   10,   41,   10,   64
 974,    0,   24,   10,   45,   10,   44,   10,   40,   11,   59,   11,   65,   11,   58,   10,   48,   10,   45
 975,    1,   60,    0,   38,    0,   42,   11,   61,   10,   37,    1,   24,    1,   24,    0,   38,   10,   44
 976,   10,   48,   11,   62,    1,   52,   10,   52,   10,   54,    1,   54,   10,   57,    0,   18,    0,   53
 977,    1,   32,    0,   43,    1,   37,    1,   39,    0,   19,    0,   57,    1,   62,   10,   53,    0,   29
 978,   11,   65,   11,   61,   10,   63,   10,   43,   11,   62,    1,   57,    1,   30,    1,   33,   11,   54
 979,   11,   59,   10,   62,   11,   55,    1,   31,    0,   45,   11,   64,   11,   59,    1,   30,   10,   54
 980,    1,   12,   11,   60,   11,   59,    1,   58,    0,   45,    0,   18,    0,   41,   10,   37,    0,   24
 981,    0,   38,    1,   29,   10,   42,   10,   63,   11,   54,    0,   60,    1,   20,   11,   64,   11,   54
 982,   10,   58,   11,   61,   10,   47,    0,   36,    0,   38,    1,   60,   10,   56,    0,   38,    1,   46
 983,    1,   56,   10,   50,    0,   26,   10,   40,    1,   31,   10,   43,    1,   20,   10,   61,   10,   42
 984,   10,   43,    0,   50,   11,   65,    0,   48,    1,   38,    0,   38,   11,   61,   11,   55,    0,   45
 985,   11,   63,    1,   23,   10,   63,    0,   46,   10,   64,   11,   60,   11,   61,   11,   64,   11,   65
 986,   10,   53,   10,   47,    0,   47,    1,   58,   11,   54,    0,   24,    0,   21,   11,   56,    0,   33
 987,   11,   62,   11,   61,   10,   49,    0,   19,   11,   63,   11,   62,    0,   38,   10,   65,   10,   58
 988,   11,   64,   11,   59,    0,   38,    0,   39,    1,   44,   11,   65,   11,   60,   11,   63,    0,   55
 989,    1,   40,    0,   53,    1,   30,    0,   48,   10,   58,   10,   60,   11,   60,   11,   63,    1,   25
 990,    1,   22,   11,   65,    0,   60,   10,   50,    0,   24,   11,   60,    0,   30,    0,   36,   11,   62
 991,    1,   39,    1,   28,    1,   40,   11,   62,    0,   47,    0,   39,   11,   62,    0,   37,   11,   60
 992,    1,   31,    1,   19,   10,   60,   10,   39,   11,   58,   11,   65,    1,   49,   11,   63,    0,   45
 993,   11,   63,    0,   36,   10,   54,    0,   22,   11,   64,    1,   50,    1,   18,   11,   59,    0,   34
 994,   11,   54,   10,   55,   10,   41,   11,   62,    0,   38,   10,   54,    1,   24,    0,   62,   11,   58
 995,   11,   64,    1,   51,    1,   40,   10,   57,    1,   24,   10,   47,    0,   28,    0,   19,   11,   54
 996,    0,   24,   11,   64,    0,   32,   11,   60,    1,   43,   10,   45,   10,   60,   11,   55,   11,   64
 997,   11,   59,   11,   58,   10,   37,   10,   53,    1,   53,    1,   20,   10,   42,   10,   50,   11,   61
 998,    0,   46,   11,   59,    1,   21,   11,   62,   10,   51,   10,   63,   10,   65,   10,   55,    0,   56
 999,    1,   54,    1,   45,    1,   17,    1,   42,    1,   31,    1,   33,    1,   14,    0,   58,    1,   39
