nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y,  A10x,  A10y,  A11x,  A11y,  A12x,  A12y,  A13x,  A13y,  A14x,  A14y 
 147,    0,   48,   10,   60,    0,   25,    1,   23,    1,   31,    1,   39,   10,   51,   11,   54,   10,   55,   11,   60,   10,   49,    0,   22,    1,   45,    1,   21,   11,   65
 148,    1,   27,    0,   64,   10,   52,    1,   55,    0,   49,   10,   64,   11,   59,   10,   51,    0,   43,   10,   63,   10,   43,   10,   56,    1,   19,    0,   32,    0,   32
 149,    0,   38,   10,   36,    0,   22,    1,   59,    1,   33,    1,   20,    0,   28,    0,   36,   11,   57,   11,   60,   11,   60,   10,   59,   11,   56,    0,   26,    0,   21
 150,    0,   37,   10,   36,   10,   57,   11,   61,   10,   44,    1,   45,   11,   58,   10,   46,   10,   37,    0,   49,   11,   57,   10,   59,    0,   50,    1,   22,    0,   57
 151,   10,   48,    1,   20,   11,   60,    0,   37,   11,   57,   10,   38,   11,   61,    1,   22,    1,   54,    0,   30,    1,   27,   10,   63,   10,   55,    1,   37,   10,   56
 152,    1,   37,    0,   32,   11,   65,    1,   35,    0,   51,   11,   54,   10,   42,    0,   49,    1,   16,   10,   62,   10,   59,   10,   52,    1,   41,    1,   12,   10,   63
 153,    1,   35,   10,   36,    0,   54,   10,   37,    1,   44,    0,   63,    0,   47,    0,   30,    0,   54,   11,   64,    0,   48,   11,   61,    0,   39,    1,   46,    0,   49
 154,    0,   20,    0,   59,   11,   57,    0,   30,   11,   60,    0,   52,   10,   61,   11,   64,   10,   62,   10,   42,   10,   44,    0,   26,    0,   31,   11,   60,   10,   39
 155,   11,   55,   11,   56,    0,   63,    0,   31,   10,   53,   10,   45,   11,   54,    0,   29,   11,   55,   10,   64,   11,   55,    1,   15,   11,   59,    1,   60,   10,   65
 156,   10,   39,    0,   23,    1,   54,   11,   54,    1,   62,   11,   57,   11,   55,    1,   23,    1,   40,    0,   26,   10,   61,    0,   63,   10,   59,    0,   35,    1,   42
 157,   11,   60,   11,   65,   11,   58,   11,   57,   10,   56,   10,   63,   11,   63,    1,   59,   10,   45,    1,   24,   11,   58,    1,   32,   10,   44,   11,   62,   11,   54
 158,    1,   23,    0,   34,   11,   58,    0,   58,   11,   60,    0,   25,    1,   34,    1,   53,   11,   59,    0,   39,    0,   40,    1,   65,    1,   18,   11,   62,   10,   45
 159,    0,   52,    1,   45,    0,   39,   10,   52,   10,   42,    1,   15,    0,   27,   10,   59,   10,   46,    0,   51,   11,   54,   10,   46,    1,   51,    1,   41,   10,   55
 160,    1,   40,   10,   36,    0,   40,   10,   64,   10,   56,   11,   55,    0,   40,   10,   45,    1,   58,   10,   53,   11,   61,    1,   21,    0,   42,    0,   42,   11,   58
 161,   11,   63,   11,   58,   10,   55,    0,   26,   10,   57,    0,   41,    1,   34,   11,   65,    0,   62,   10,   47,    0,   46,   10,   64,   11,   63,   11,   62,   11,   60
 162,   10,   49,   11,   64,   11,   57,    0,   47,    1,   33,   11,   62,   11,   63,    1,   17,    1,   54,    1,   57,    1,   56,   11,   62,    0,   62,    1,   16,    0,   59
 163,    1,   43,   11,   65,   10,   57,   10,   48,    0,   27,    1,   23,   11,   56,    0,   51,   11,   61,    1,   56,    0,   49,    1,   52,    1,   45,    0,   58,   10,   41
 164,   11,   65,   10,   61,   11,   57,    0,   33,   11,   57,    1,   57,    0,   39,    1,   34,   11,   59,    0,   60,   11,   58,    0,   41,   10,   49,    0,   22,   10,   52
 165,   10,   44,    1,   30,   10,   49,    0,   50,   11,   58,    0,   44,   10,   46,   11,   65,    1,   39,    1,   48,    0,   32,   11,   56,   10,   42,    0,   37,   10,   43
 166,    1,   36,   10,   40,   10,   53,   11,   61,    1,   38,   10,   51,   10,   44,    0,   64,   11,   62,   11,   65,    1,   30,   11,   62,    0,   55,    0,   27,   10,   42
 167,    1,   20,   10,   54,   11,   55,   11,   57,    0,   34,   11,   57,    1,   26,   10,   47,   11,   55,   10,   65,    1,   40,   11,   55,    1,   58,   11,   60,   11,   60
 168,   10,   60,    0,   22,    0,   61,    0,   42,    1,   33,    1,   58,    0,   53,   10,   53,    1,   53,   10,   48,    1,   34,   10,   43,   11,   64,    1,   40,   10,   50
 169,    0,   48,   10,   53,   10,   50,   11,   55,   11,   54,   11,   59,   10,   37,   11,   56,   11,   65,   11,   61,    0,   46,   10,   63,   10,   40,    0,   56,    1,   30
 170,    1,   61,   11,   63,    1,   65,   10,   62,   11,   61,   10,   64,    0,   43,    0,   57,   11,   60,    1,   60,    0,   55,    0,   55,   11,   63,   10,   41,   11,   56
 171,   11,   61,   11,   60,    0,   62,   10,   49,    1,   42,   11,   57,    1,   22,    1,   53,    0,   58,    0,   25,    0,   53,   10,   61,    0,   61,    0,   25,    1,   30
 172,   11,   62,    0,   23,   10,   39,   10,   57,   10,   36,   11,   57,    1,   40,   11,   57,   10,   61,   10,   42,    1,   19,   10,   50,    1,   61,    0,   24,   10,   47
 173,    1,   43,   10,   36,    0,   20,    0,   28,   11,   54,    0,   45,    1,   47,    0,   51,    0,   34,    1,   45,    0,   19,    0,   46,    1,   49,    1,   12,    0,   62
 174,   11,   63,    1,   50,    1,   13,    1,   49,    0,   65,    1,   45,    0,   22,   11,   61,    0,   36,   10,   60,    1,   36,   11,   61,   11,   60,   10,   60,   11,   56
 175,   10,   57,    1,   28,    0,   63,   10,   63,   10,   45,   11,   64,   11,   60,    1,   56,   10,   38,   11,   63,   10,   42,    1,   38,   11,   59,   11,   59,    0,   37
 176,   11,   61,   11,   62,   10,   63,   10,   52,   11,   65,   11,   56,    1,   46,    0,   37,   10,   61,    0,   33,    1,   20,    1,   65,    1,   15,   11,   65,   11,   61
 177,    1,   56,   10,   41,   10,   50,   10,   42,    1,   28,    1,   49,    1,   47,    0,   19,    1,   61,    0,   22,   11,   57,    0,   21,    0,   28,   10,   37,   11,   65
 178,    1,   56,   10,   36,   11,   65,   10,   57,    1,   58,    0,   35,   11,   56,    0,   20,    0,   60,   11,   60,   11,   55,   11,   62,   11,   57,    0,   47,   10,   63
 179,    0,   28,   10,   60,    1,   33,   10,   38,    1,   26,    0,   35,    1,   60,   10,   43,    1,   40,   11,   57,    1,   18,    0,   27,   10,   56,   11,   63,    1,   32
 180,   11,   60,   10,   57,   11,   58,   11,   59,    1,   51,   10,   45,   10,   39,   11,   54,    0,   51,   11,   65,    1,   62,   10,   38,    1,   38,   11,   54,   10,   52
 181,   11,   58,    1,   47,    0,   48,    1,   24,    0,   46,   10,   44,    1,   64,    1,   43,    1,   34,    0,   35,   11,   59,   11,   65,    1,   19,   10,   37,    0,   32
 182,    0,   40,   11,   59,    1,   21,   10,   36,    0,   43,   11,   58,    1,   28,   11,   60,   11,   62,    1,   32,    0,   20,   11,   61,   11,   56,   10,   52,    0,   57
 183,   11,   65,    0,   46,   11,   65,    1,   59,   11,   64,   10,   64,   10,   39,    0,   28,    0,   42,    1,   27,    1,   19,    1,   59,   10,   58,    1,   65,    1,   28
 184,   10,   56,    1,   34,    0,   47,    1,   40,    0,   41,   11,   58,   10,   41,    0,   30,    0,   57,    1,   64,   10,   61,    0,   37,    1,   23,   11,   63,    0,   46
 185,   11,   58,   11,   60,   10,   60,    0,   55,    1,   57,    0,   32,   10,   55,    1,   48,   11,   58,    0,   35,    0,   25,   10,   44,    0,   61,    0,   34,   10,   61
 186,   11,   61,   11,   60,    0,   41,    1,   33,    1,   56,   10,   57,   11,   55,   10,   59,   10,   57,    1,   17,    0,   58,    1,   21,    1,   40,    1,   13,    0,   46
 187,    1,   53,    1,   54,   10,   45,    1,   33,    0,   55,   11,   61,   10,   59,    0,   53,   10,   40,   10,   60,    0,   21,    0,   32,    1,   57,    1,   53,    0,   51
 188,   11,   58,   11,   54,    0,   19,   11,   63,   10,   62,    1,   53,   11,   61,   11,   64,   10,   59,   11,   56,    0,   47,   11,   63,   11,   55,    1,   62,   10,   57
 189,   11,   62,    1,   59,    1,   63,   10,   41,   11,   63,   11,   61,    0,   21,    0,   43,    1,   43,    1,   50,   10,   55,   11,   55,   11,   56,   11,   59,    1,   64
 190,   10,   37,   11,   57,    1,   19,   11,   61,   11,   61,   11,   64,   11,   63,   11,   62,   10,   63,   11,   65,    0,   46,   11,   61,    0,   25,    1,   40,    1,   31
 191,    0,   48,    1,   39,    0,   65,    1,   50,   11,   56,    1,   31,    0,   49,   11,   61,   10,   38,    1,   38,   11,   59,   10,   51,    0,   18,   11,   65,    0,   25
 192,   11,   60,    0,   43,   11,   57,    1,   51,    1,   12,    1,   41,   10,   48,    1,   50,   11,   64,    1,   18,   10,   42,    0,   48,    0,   52,   10,   48,   11,   59
 193,   10,   54,   10,   62,    0,   50,    0,   28,   10,   45,    0,   44,   11,   60,    0,   32,    0,   33,    0,   49,   10,   39,    0,   25,   11,   65,    1,   35,    0,   52
 194,   10,   36,    0,   18,    1,   59,   11,   61,   11,   64,   10,   47,    1,   21,   10,   50,    0,   19,    0,   30,    1,   60,   11,   57,   10,   52,   11,   57,    1,   44
 195,    1,   34,    0,   53,   11,   61,   10,   62,   11,   54,   10,   36,    1,   22,    0,   38,    0,   52,    1,   59,    1,   64,   11,   58,    0,   24,    0,   20,   11,   58
 196,    1,   35,   11,   58,    1,   48,    1,   47,    1,   42,    1,   25,   11,   61,   10,   44,   10,   52,   10,   52,    1,   47,    0,   32,    1,   35,    0,   27,   11,   63
 197,    0,   47,   10,   38,   10,   46,    1,   31,   10,   61,   11,   57,   11,   54,   10,   57,   11,   59,    1,   45,    1,   64,    1,   19,    1,   25,   11,   64,   10,   44
 198,    1,   20,   10,   42,    0,   61,    1,   45,    0,   31,    0,   31,    0,   35,   11,   61,   11,   59,    0,   25,    1,   24,    0,   30,    1,   34,   10,   64,   10,   38
 199,    0,   37,    0,   44,   10,   44,   10,   65,    0,   62,    1,   59,    1,   61,   11,   63,    1,   26,    0,   55,    1,   37,    0,   21,   11,   60,    0,   27,    1,   26
 200,    0,   18,   11,   59,   10,   52,   10,   62,    1,   47,    0,   32,    0,   39,   11,   64,   10,   61,    1,   16,    1,   50,    0,   24,   11,   59,   10,   65,   10,   48
 201,   10,   50,    1,   42,    1,   18,   11,   64,   10,   49,   11,   59,   10,   63,    0,   54,   11,   58,   10,   45,   11,   58,    0,   36,    0,   25,    0,   52,    1,   14
 202,   10,   44,   11,   65,   10,   63,   11,   58,   10,   36,   10,   65,   10,   44,   10,   47,    1,   36,    0,   40,    0,   18,    0,   38,    1,   14,   11,   55,    1,   56
 203,   10,   48,   11,   57,    1,   55,    1,   55,    1,   49,    0,   39,    0,   45,    0,   63,   11,   57,    1,   12,   11,   60,    1,   65,    1,   47,    1,   18,    1,   50
 204,    0,   33,    0,   19,    0,   27,    0,   50,   11,   59,    1,   39,   10,   54,    0,   55,   11,   60,   10,   53,    0,   36,   11,   54,   11,   61,   10,   50,    0,   47
 205,   11,   60,   11,   62,    0,   57,    0,   63,    0,   37,   11,   58,   10,   55,    1,   33,   10,   51,   11,   62,    0,   50,   10,   51,    1,   53,   11,   57,    1,   50
 206,   11,   57,   10,   62,    0,   57,   10,   60,   11,   62,   10,   38,   10,   37,    1,   16,   10,   36,   10,   55,    0,   24,   11,   62,   11,   58,    0,   63,    1,   42
 207,    0,   56,    0,   63,    1,   20,   10,   43,    0,   41,   10,   57,   11,   56,   11,   59,    0,   54,    1,   42,    0,   29,   10,   36,    0,   43,    0,   51,   11,   55
 208,    1,   15,   11,   62,    0,   29,   10,   44,    0,   58,    1,   49,    1,   24,   11,   62,    1,   45,    0,   64,   11,   63,    0,   58,    1,   30,   10,   62,   10,   44
 209,   11,   55,   11,   62,   10,   42,    1,   34,   10,   58,   11,   59,   10,   60,   10,   53,    1,   15,   11,   56,   10,   42,    0,   37,   10,   43,    0,   55,    1,   14
 210,    0,   51,   11,   65,   11,   59,   10,   38,   10,   58,   11,   54,    1,   26,    0,   29,   11,   60,   10,   42,   11,   59,   11,   59,    0,   28,   10,   41,    1,   44
 211,    1,   13,    0,   56,    1,   17,    0,   33,    0,   47,   10,   59,    1,   41,   11,   63,    1,   17,   11,   63,    0,   20,   11,   58,    0,   45,   11,   65,    0,   53
 212,    0,   57,   10,   60,   10,   60,    0,   30,    0,   23,    0,   22,    1,   30,    0,   27,   10,   37,    0,   59,   11,   54,    1,   31,   10,   54,   11,   57,    1,   32
 213,   11,   56,   11,   61,    1,   50,    0,   20,   11,   58,   11,   61,   10,   62,    1,   32,   11,   64,   11,   65,   10,   41,   11,   64,    1,   48,    0,   62,    1,   42
 214,   10,   60,   10,   45,   11,   56,   10,   51,    1,   39,    1,   40,    0,   30,    0,   59,    1,   58,    1,   29,   10,   48,   11,   61,   10,   65,   11,   58,    1,   58
 215,   11,   60,   10,   38,    0,   23,    1,   12,   10,   36,    1,   17,    0,   49,    1,   12,   11,   60,   11,   57,    1,   13,   10,   62,    0,   45,    0,   50,   11,   59
 216,   11,   58,    0,   38,   10,   60,   10,   38,   11,   55,    0,   28,    0,   27,    0,   43,   11,   60,   10,   59,   11,   57,   11,   56,    0,   56,    0,   61,   11,   62
 217,   10,   50,    0,   34,   11,   61,    1,   21,    0,   43,   10,   64,   11,   62,   10,   65,   10,   59,    1,   19,    1,   54,   10,   50,    0,   35,   10,   48,    0,   64
 218,   11,   64,    1,   65,    0,   49,    0,   34,   10,   50,    1,   62,   11,   64,   11,   56,   10,   47,   11,   58,   10,   60,    1,   18,    1,   26,    1,   64,   11,   61
 219,   11,   60,   11,   57,   11,   60,    0,   40,    1,   23,   11,   56,   10,   52,   10,   41,   10,   50,   10,   63,   11,   61,   10,   65,    0,   25,   10,   45,    1,   45
 220,    1,   43,    1,   20,   10,   40,    0,   58,   11,   55,   10,   60,   11,   61,   10,   54,    1,   43,   11,   59,    0,   58,    1,   35,   10,   60,   10,   47,    0,   64
 221,    1,   35,   11,   62,   10,   65,   11,   61,    0,   57,   10,   53,   10,   42,   10,   50,   11,   65,   11,   60,    1,   17,    0,   31,    0,   52,    1,   56,   11,   59
 222,    1,   40,   10,   50,   11,   57,    0,   64,    0,   27,    1,   57,    1,   47,   11,   60,    0,   42,    0,   35,    0,   37,    0,   50,   10,   60,   10,   39,    0,   65
 223,   10,   55,    1,   29,   11,   65,    0,   34,    1,   65,   10,   58,    1,   29,   10,   60,    0,   60,   10,   45,    0,   63,   10,   49,    1,   47,    0,   61,   10,   36
 224,    0,   46,    0,   33,   11,   63,   10,   62,   10,   44,   11,   54,    0,   61,   10,   62,   11,   62,   11,   58,   10,   63,    0,   18,   10,   48,    1,   32,   10,   51
 225,    1,   48,    1,   38,    1,   40,   11,   55,   10,   41,   11,   63,    1,   63,    0,   47,    1,   54,   11,   57,   10,   55,    1,   28,    0,   63,    1,   49,   11,   57
 226,    0,   35,   10,   51,    0,   65,   11,   64,    0,   38,   11,   65,   10,   41,   11,   57,   11,   61,    1,   44,    1,   44,   11,   62,   10,   57,   11,   58,    0,   51
 227,    0,   49,   10,   46,    0,   53,   11,   63,   11,   59,    0,   23,    0,   31,   11,   55,   11,   54,   10,   53,   10,   40,    1,   57,    1,   31,    1,   33,   10,   51
 228,   11,   59,    1,   12,    1,   56,   11,   60,    1,   32,    1,   30,   11,   58,   10,   40,   11,   57,    1,   25,    0,   63,   10,   63,    0,   44,   10,   64,   10,   55
 229,    1,   60,   10,   36,   10,   61,    0,   27,   10,   37,    1,   43,    0,   58,    0,   56,    0,   58,   10,   58,   10,   60,    0,   54,    0,   30,    0,   39,    1,   59
 230,    0,   54,   11,   61,    0,   18,    0,   57,   10,   63,   10,   39,   10,   45,   10,   41,   11,   62,   10,   54,    1,   39,   10,   46,    1,   32,    0,   18,   11,   64
 231,    1,   27,   10,   62,    0,   26,    0,   35,   11,   54,    1,   62,   10,   45,   11,   63,    0,   60,   11,   59,   10,   48,    1,   46,   11,   59,   10,   40,    1,   35
 232,   11,   61,    1,   55,    0,   45,   11,   54,   10,   59,   10,   43,   11,   61,    1,   35,   11,   62,   11,   62,    0,   41,   10,   36,    0,   48,    0,   52,    0,   38
 233,   11,   61,    0,   44,   10,   42,    0,   25,   11,   56,   11,   65,   10,   60,   11,   62,   10,   36,    1,   33,   11,   63,    1,   51,    0,   59,    0,   40,    1,   57
 234,    1,   18,   10,   41,   11,   62,   10,   45,   11,   58,    1,   47,   11,   65,    1,   51,    0,   62,    0,   43,    1,   33,    1,   38,   11,   59,   10,   36,    1,   56
 235,    1,   59,    1,   27,    0,   29,   10,   42,   11,   64,    1,   63,    0,   49,    1,   14,   10,   54,   10,   42,    0,   29,    1,   47,   10,   45,   11,   61,    0,   64
 236,   11,   63,   10,   44,    0,   30,   10,   48,    0,   50,   10,   40,    1,   31,    1,   62,    0,   56,    0,   46,    0,   30,   11,   54,    1,   35,    1,   50,   11,   62
 237,    1,   41,   11,   58,    1,   51,    0,   52,    1,   56,   11,   59,    1,   31,   11,   55,    1,   25,    0,   54,   11,   63,    0,   31,   10,   43,    1,   40,   11,   61
 238,   11,   58,   11,   60,    0,   23,    1,   22,    1,   14,    1,   32,    1,   55,   10,   45,    0,   24,   10,   62,    1,   34,   10,   39,   11,   59,    0,   61,    0,   19
 239,    0,   44,    1,   15,    0,   40,    0,   27,   10,   45,    0,   63,   11,   61,   11,   65,    1,   45,   11,   54,   11,   59,   11,   58,    0,   42,   11,   60,    0,   50
 240,   10,   52,    0,   28,    0,   64,   11,   64,    1,   24,    1,   64,   11,   62,   10,   48,   10,   58,    0,   21,   10,   50,   10,   44,   10,   61,   10,   36,   11,   56
 241,    1,   16,    1,   60,    1,   50,    1,   38,    1,   48,    0,   61,   11,   57,   10,   64,   11,   55,    1,   32,   11,   65,   11,   61,    1,   26,    1,   34,   10,   48
 242,   11,   55,    0,   54,   11,   60,   10,   53,   11,   64,    1,   33,   10,   56,   10,   45,   10,   59,   10,   63,    0,   29,    0,   27,    0,   49,   10,   41,   10,   44
