nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y 
 878,    1,   24,    1,   24,    0,   38,   10,   44,   10,   48,   11,   62,    1,   52,   10,   52,   10,   54,    1,   54
 879,   10,   57,    0,   18,    0,   53,    1,   32,    0,   43,    1,   37,    1,   39,    0,   19,    0,   57,    1,   62
 880,   10,   53,    0,   29,   11,   65,   11,   61,   10,   63,   10,   43,   11,   62,    1,   57,    1,   30,    1,   33
 881,   11,   54,   11,   59,   10,   62,   11,   55,    1,   31,    0,   45,   11,   64,   11,   59,    1,   30,   10,   54
 882,    1,   12,   11,   60,   11,   59,    1,   58,    0,   45,    0,   18,    0,   41,   10,   37,    0,   24,    0,   38
 883,    1,   29,   10,   42,   10,   63,   11,   54,    0,   60,    1,   20,   11,   64,   11,   54,   10,   58,   11,   61
 884,   10,   47,    0,   36,    0,   38,    1,   60,   10,   56,    0,   38,    1,   46,    1,   56,   10,   50,    0,   26
 885,   10,   40,    1,   31,   10,   43,    1,   20,   10,   61,   10,   42,   10,   43,    0,   50,   11,   65,    0,   48
 886,    1,   38,    0,   38,   11,   61,   11,   55,    0,   45,   11,   63,    1,   23,   10,   63,    0,   46,   10,   64
 887,   11,   60,   11,   61,   11,   64,   11,   65,   10,   53,   10,   47,    0,   47,    1,   58,   11,   54,    0,   24
 888,    0,   21,   11,   56,    0,   33,   11,   62,   11,   61,   10,   49,    0,   19,   11,   63,   11,   62,    0,   38
 889,   10,   65,   10,   58,   11,   64,   11,   59,    0,   38,    0,   39,    1,   44,   11,   65,   11,   60,   11,   63
 890,    0,   55,    1,   40,    0,   53,    1,   30,    0,   48,   10,   58,   10,   60,   11,   60,   11,   63,    1,   25
 891,    1,   22,   11,   65,    0,   60,   10,   50,    0,   24,   11,   60,    0,   30,    0,   36,   11,   62,    1,   39
 892,    1,   28,    1,   40,   11,   62,    0,   47,    0,   39,   11,   62,    0,   37,   11,   60,    1,   31,    1,   19
 893,   10,   60,   10,   39,   11,   58,   11,   65,    1,   49,   11,   63,    0,   45,   11,   63,    0,   36,   10,   54
 894,    0,   22,   11,   64,    1,   50,    1,   18,   11,   59,    0,   34,   11,   54,   10,   55,   10,   41,   11,   62
 895,    0,   38,   10,   54,    1,   24,    0,   62,   11,   58,   11,   64,    1,   51,    1,   40,   10,   57,    1,   24
 896,   10,   47,    0,   28,    0,   19,   11,   54,    0,   24,   11,   64,    0,   32,   11,   60,    1,   43,   10,   45
 897,   10,   60,   11,   55,   11,   64,   11,   59,   11,   58,   10,   37,   10,   53,    1,   53,    1,   20,   10,   42
 898,   10,   50,   11,   61,    0,   46,   11,   59,    1,   21,   11,   62,   10,   51,   10,   63,   10,   65,   10,   55
 899,    0,   56,    1,   54,    1,   45,    1,   17,    1,   42,    1,   31,    1,   33,    1,   14,    0,   58,    1,   39
 900,    0,   18,   11,   59,    1,   62,    1,   31,   10,   39,   10,   63,    1,   30,    1,   31,   11,   62,   11,   58
 901,   10,   58,    1,   53,    0,   46,   11,   57,    1,   53,   10,   54,   11,   64,    1,   14,   10,   38,    1,   32
 902,   11,   59,    1,   46,   11,   54,    0,   64,   10,   41,    1,   29,   11,   62,   10,   46,    0,   47,    1,   51
 903,   10,   64,    0,   24,   11,   58,   10,   47,   10,   44,    0,   59,   10,   57,    1,   53,    0,   65,   11,   63
 904,    0,   18,    0,   36,   10,   50,    1,   14,   10,   55,    1,   43,   10,   57,   10,   56,    1,   14,   10,   45
 905,    0,   38,    0,   46,    1,   55,   11,   59,   11,   65,   10,   46,   10,   65,    0,   34,    0,   61,    1,   20
 906,   11,   59,   11,   57,    0,   64,   10,   59,    1,   25,   11,   60,    0,   50,   10,   51,    1,   38,    0,   55
 907,   11,   61,    0,   20,   11,   64,   11,   55,   11,   56,   10,   52,    1,   30,    0,   56,    1,   29,   10,   63
 908,    1,   59,    0,   29,   11,   64,    1,   42,    0,   54,   10,   46,   11,   54,   11,   62,    0,   24,   11,   64
 909,   11,   65,    1,   58,   11,   61,    1,   65,   11,   57,   11,   65,   11,   56,   10,   48,    0,   23,   11,   60
 910,    1,   48,   11,   56,   11,   58,   11,   61,   11,   59,   10,   58,    0,   61,   11,   55,   10,   59,    0,   20
 911,    1,   32,    1,   49,    1,   26,    0,   37,    1,   19,    1,   43,   11,   62,    0,   31,    1,   45,   11,   62
 912,    0,   51,    1,   51,    0,   35,   11,   61,    1,   25,    1,   55,   11,   57,   10,   57,    0,   49,    0,   65
 913,   10,   60,   10,   61,   11,   60,   11,   62,    0,   24,   10,   62,    0,   63,   11,   64,    1,   23,    0,   35
 914,   11,   60,    0,   58,    1,   57,    0,   32,    0,   29,    1,   32,   10,   41,    0,   21,   10,   64,    0,   48
 915,    0,   61,    1,   16,   11,   60,   10,   47,   10,   59,   11,   61,    0,   34,    0,   56,   10,   54,   11,   60
 916,    0,   38,   10,   43,    1,   24,   11,   57,    1,   21,   10,   58,    1,   55,    1,   27,    0,   39,   10,   37
 917,    0,   50,    0,   33,   10,   45,    1,   53,   10,   53,   11,   65,    1,   52,   11,   56,    0,   49,   11,   63
 918,   11,   63,   10,   61,   11,   59,    0,   65,   10,   40,   11,   60,   11,   60,   10,   58,   11,   58,   10,   37
 919,   11,   61,   10,   62,    0,   28,   11,   65,    1,   57,    0,   36,   10,   54,   10,   41,    0,   32,    1,   26
 920,    1,   61,   10,   65,   11,   65,   10,   54,    0,   34,   11,   54,   11,   63,    0,   58,    0,   37,   11,   64
 921,    0,   38,   11,   58,    1,   63,    0,   29,   10,   51,    1,   22,   10,   59,    0,   26,    1,   46,    1,   53
 922,    0,   25,    1,   38,   11,   61,   11,   62,   10,   50,    1,   19,   10,   55,   11,   61,    0,   25,    1,   30
 923,    0,   59,   11,   65,   11,   65,    1,   56,    1,   60,   11,   55,    1,   41,   10,   57,   10,   54,   11,   58
 924,    1,   12,   11,   60,   11,   59,    1,   49,   11,   58,   11,   61,    0,   52,   11,   61,    0,   58,   10,   59
 925,   10,   65,    0,   63,   11,   60,   11,   54,    0,   21,    0,   34,    1,   14,   10,   44,   11,   56,   10,   51
 926,   11,   59,   11,   64,    1,   16,   10,   42,    0,   52,    0,   21,    1,   59,   10,   41,    1,   37,    1,   24
 927,   11,   57,   11,   65,   10,   60,   11,   60,   11,   58,    1,   28,   10,   37,   11,   60,    0,   24,   11,   58
 928,   10,   59,    1,   60,    1,   41,   10,   37,   10,   64,    0,   18,    0,   23,    0,   59,   11,   56,    1,   49
 929,    0,   40,   10,   43,   10,   61,    1,   30,   10,   60,    1,   62,   10,   65,    1,   40,   10,   58,   10,   52
 930,   11,   60,   11,   57,   11,   61,    1,   13,   11,   59,   11,   63,    1,   44,   11,   62,   11,   59,    0,   22
 931,   11,   55,   10,   45,   10,   49,    1,   23,    0,   43,    1,   53,   11,   58,   11,   62,   11,   62,   11,   56
 932,   11,   57,   11,   63,    1,   61,    0,   32,    0,   19,   10,   41,    1,   42,   11,   55,    0,   60,    0,   42
 933,   10,   38,    1,   59,   10,   58,   10,   57,   10,   42,   11,   63,   10,   37,    0,   47,   10,   49,   10,   39
 934,   11,   58,   10,   37,    1,   42,    0,   55,   11,   65,   10,   41,    1,   53,    1,   35,   10,   48,    1,   43
 935,   10,   42,   11,   55,   11,   64,    1,   46,    0,   45,    0,   53,   10,   49,    1,   59,   11,   62,   10,   51
 936,   10,   44,    0,   41,   11,   61,    0,   45,    0,   56,    0,   41,   10,   59,    0,   24,   10,   42,   11,   63
 937,   11,   64,    1,   62,    1,   54,   10,   44,   11,   55,   10,   43,    0,   50,   11,   60,    1,   55,   11,   63
 938,   10,   53,    0,   36,    1,   61,   10,   43,   11,   61,    1,   20,   10,   38,    1,   29,    1,   50,    0,   39
 939,    0,   19,   11,   54,    1,   64,   11,   65,    0,   46,   10,   52,    0,   46,    1,   65,   10,   64,   10,   51
 940,   11,   63,   11,   60,   10,   62,   11,   58,   11,   55,    0,   18,   11,   65,   10,   58,   10,   50,   10,   47
 941,    0,   56,   10,   56,    1,   64,   11,   62,    0,   61,   10,   56,   11,   60,    0,   30,    1,   50,    0,   26
 942,   10,   60,   10,   41,   11,   58,   10,   51,    1,   27,   10,   48,   10,   43,   11,   65,   11,   60,    1,   26
 943,   11,   65,   10,   61,    1,   43,    1,   51,   11,   60,   10,   59,   10,   47,   11,   62,    0,   38,   10,   57
 944,   11,   54,   10,   41,    0,   31,   10,   63,    1,   12,    0,   63,   11,   60,    0,   61,    1,   43,   10,   59
 945,    0,   44,    1,   43,    1,   14,   11,   63,   10,   63,   10,   41,   11,   54,    0,   48,    1,   41,    1,   33
 946,   10,   54,   11,   58,    1,   63,   11,   55,   11,   63,    1,   50,   11,   56,   11,   65,    0,   42,   11,   60
 947,   10,   56,    1,   55,    0,   23,   10,   52,    1,   33,    1,   31,   11,   60,   10,   44,    0,   36,   10,   57
 948,   10,   42,   10,   37,    1,   27,    0,   48,   10,   45,   11,   65,    0,   44,   11,   56,    0,   49,   11,   55
 949,   10,   57,    0,   32,   10,   45,    0,   23,    0,   55,   10,   41,    1,   43,    0,   41,   10,   54,   10,   42
 950,   11,   57,   11,   56,   10,   42,   11,   64,   11,   61,   10,   38,    1,   52,   10,   53,    0,   20,   10,   54
 951,    0,   23,   10,   56,   11,   56,   11,   64,    0,   37,   11,   54,   11,   61,   11,   64,   10,   60,   10,   37
 952,   10,   56,   11,   56,   10,   37,   11,   57,   10,   59,   11,   55,   11,   55,   11,   60,    1,   32,    1,   17
 953,    0,   57,   10,   51,    0,   59,   11,   61,    0,   49,   11,   61,   10,   51,    1,   64,   11,   54,    1,   23
 954,   10,   40,   10,   56,   10,   45,   10,   56,   11,   58,   10,   46,    0,   44,    0,   33,    1,   61,   11,   65
 955,    1,   36,    0,   25,   11,   59,    1,   43,   11,   65,   10,   41,    1,   52,    0,   20,   11,   58,   11,   54
 956,   11,   61,    0,   65,    1,   35,    1,   49,   10,   56,    1,   15,    0,   60,    0,   36,   11,   56,    0,   28
 957,    0,   31,    1,   38,    1,   24,   11,   61,    0,   42,   10,   61,    0,   48,    0,   29,   10,   39,   11,   62
 958,    1,   23,   10,   52,    0,   23,   11,   58,   11,   59,   11,   56,   10,   51,    0,   62,    0,   63,   11,   54
 959,   11,   60,    0,   52,   10,   47,   10,   64,   11,   59,   10,   54,   11,   64,    1,   50,    1,   50,   11,   54
 960,    0,   40,    0,   36,    1,   24,    0,   22,    1,   30,    0,   46,   11,   59,   11,   62,   10,   61,   10,   45
 961,   10,   52,   10,   43,   11,   62,    1,   30,   11,   56,    1,   32,   10,   39,   11,   58,   10,   62,   11,   54
 962,   10,   61,    1,   23,   11,   57,   11,   60,    1,   36,   10,   46,    0,   64,    1,   33,    1,   32,   11,   59
 963,   10,   54,    0,   55,   11,   55,    1,   50,   11,   61,   11,   63,    1,   27,    1,   54,    1,   12,   11,   54
 964,   10,   53,   10,   39,    0,   27,    0,   52,   11,   59,    0,   29,    1,   56,    1,   13,   10,   40,    0,   55
 965,    0,   56,   11,   58,    0,   28,   11,   58,    1,   17,   10,   43,   10,   43,    0,   50,    1,   59,   11,   62
 966,    1,   57,    1,   36,    1,   61,    1,   14,   11,   58,    1,   35,   10,   37,    0,   34,   11,   58,   10,   47
 967,    1,   32,   10,   62,   11,   59,   10,   64,   11,   56,    1,   53,    1,   49,    1,   58,   10,   39,   10,   44
 968,    1,   52,    0,   46,    1,   62,    1,   58,    1,   38,   10,   40,   11,   63,    0,   44,   10,   58,    0,   63
 969,   10,   45,    1,   53,   11,   58,    0,   20,   11,   63,   10,   63,    1,   39,   10,   42,   11,   55,   10,   63
 970,    0,   41,   10,   57,    0,   35,   10,   53,   11,   61,   10,   55,    1,   15,   10,   54,   10,   48,    0,   43
 971,   10,   50,   11,   55,    1,   12,   11,   59,    1,   59,   11,   61,   11,   59,   10,   48,   11,   62,   10,   38
 972,   11,   60,    1,   50,   10,   49,   10,   37,   10,   51,   10,   64,   11,   54,    1,   31,    1,   62,   10,   53
 973,    0,   23,    1,   60,   11,   59,    0,   41,   10,   37,    1,   53,   10,   64,    1,   50,   10,   40,    1,   41
 974,   10,   36,   10,   52,   11,   57,    1,   40,    1,   20,    1,   17,   10,   53,   11,   59,   11,   56,   10,   53
 975,    1,   12,    0,   21,    1,   48,    1,   47,   10,   56,    0,   55,   11,   55,    0,   49,    0,   19,   11,   61
 976,    1,   47,    1,   32,    0,   62,    1,   49,   11,   61,   10,   55,    0,   33,   11,   57,    1,   32,    0,   38
 977,   11,   61,   10,   50,   10,   45,   11,   61,   10,   42,   11,   65,    1,   26,   10,   40,    0,   62,    0,   21
 978,   11,   65,    1,   49,   10,   42,   10,   48,    0,   34,   11,   57,    0,   21,   11,   60,   11,   61,    0,   42
 979,    0,   26,   11,   65,   10,   48,    1,   59,    0,   65,    1,   37,    1,   14,   10,   58,    0,   33,    1,   19
 980,   10,   54,    0,   24,    1,   44,   10,   56,   11,   64,   11,   61,   11,   59,    1,   35,    0,   26,    1,   14
 981,    1,   47,   11,   62,    1,   33,   10,   40,   11,   57,   11,   65,   10,   58,    0,   44,    1,   53,   10,   58
 982,    1,   33,    1,   50,    0,   65,   11,   63,    0,   46,   10,   45,   10,   61,   10,   39,   11,   65,   11,   63
 983,   11,   63,   11,   58,   10,   53,    1,   25,    1,   30,    0,   62,    1,   13,   10,   61,   11,   54,   10,   60
 984,    0,   62,   11,   59,    1,   24,   10,   43,   11,   55,   10,   59,    0,   32,   10,   43,    1,   29,   10,   63
 985,    1,   45,    1,   61,    1,   32,    0,   21,    0,   32,    0,   30,    0,   36,   11,   54,    0,   25,   10,   56
 986,   11,   57,   11,   56,    1,   14,   11,   57,   10,   38,   10,   63,    1,   44,    0,   33,    1,   26,    1,   36
 987,    0,   42,    0,   45,   10,   46,   11,   64,    0,   39,   11,   57,    0,   39,   11,   55,   11,   60,   10,   41
 988,   11,   63,   11,   60,   11,   62,    0,   36,   11,   62,   10,   45,    0,   62,    1,   60,    1,   49,    0,   24
 989,   10,   50,   10,   55,    1,   40,    0,   59,    0,   26,    0,   18,   11,   63,    1,   28,   10,   56,    0,   57
 990,   11,   62,    0,   20,    0,   51,   10,   44,    1,   22,    1,   49,   10,   40,    0,   60,   11,   57,    0,   34
 991,    0,   33,    1,   64,    0,   20,    0,   41,   11,   56,   11,   57,   11,   60,   10,   54,    0,   47,    0,   32
 992,    1,   31,   10,   42,    0,   24,    0,   50,    1,   39,    1,   47,   11,   63,    0,   35,    0,   62,    1,   42
 993,    0,   50,   11,   59,   10,   40,   11,   57,   10,   37,    0,   21,   10,   64,   10,   44,    0,   31,    0,   49
 994,    0,   47,    0,   64,    0,   50,   10,   56,    1,   46,    0,   37,   10,   60,   11,   62,   11,   54,   10,   48
 995,   11,   57,    1,   20,    1,   61,    0,   26,    1,   51,    0,   60,    0,   40,    0,   27,   10,   63,    0,   46
 996,    0,   40,   11,   55,   10,   61,   10,   46,    1,   43,    1,   60,   10,   43,   11,   65,    1,   35,   10,   56
 997,   10,   41,    0,   28,    0,   41,    0,   63,    1,   47,   10,   51,   10,   37,   10,   64,   11,   57,    0,   42
 998,    1,   47,    0,   55,   10,   53,   10,   56,   11,   61,   10,   63,    0,   23,    1,   24,   11,   58,   10,   55
 999,    0,   56,   10,   54,   11,   54,   10,   52,   11,   64,    1,   16,   11,   63,    1,   17,    0,   36,    1,   52
