nExp, valid,  A0,  A1,  A2,  A3,  A4,  A5,  A6,  A7,  A8,  A9,  A10,  A11,  A12,  A13,  A14,  A15,  A16,  A17,  A18,  A19
 695,     1,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  89,  -3,  -3,  -3,  -3,  -3, -15,  -3,  -3,  -3,  -3,  -3
 696,     1,  -7,  -7,  -7,  -7,  73,  -7,  -7, -15, -27, -31,  -7,  -7, -11, -31,  -7, -23, -27,  -7,  -7,  -7
 697,     1, -13, -41, -17,  -9,  -9, -41, -17, -21,  -9,  -9, -41,  -9,  59,  -9,  -9,  -9,  -9,  -9,  -9,  -9
 698,     1,  -7,  -7,  -7,  -7, -27,  -7,  -7,  -7,  -7,  -7,  -7,  -7, -19,  -7,  81, -23,  -7,  -7, -23,  -7
 699,     1,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2, -10,  -2,  -2,  -2,  94,  -6,  -2,  -2,  -2
 700,     1,  -2,  -6,  -2,  -2,  -2,  -2, -10,  -2,  90,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -6
 701,     1,  -6,  -6, -10, -18,  -6, -10,  -6,  -6, -26,  -6, -22,  86,  -6, -26,  -6,  -6, -14,  -6, -18,  -6
 702,     1,  -6,  -6, -22,  -6,  -6, -22,  -6, -10,  -6, -10,  -6, -30,  82,  -6, -10,  -6,  -6,  -6, -30,  -6
 703,     1, -25, -13, -17,  -5, -21,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  87,  -5,  -5, -21,  -5,  -9,  -5,  -5
 704,     1,  -6,  -6, -14,  -6,  -6, -14,  -6,  -6,  -6, -18, -30,  -6,  -6,  -6,  -6,  -6,  -6,  -6, -18,  78
 705,     1,  -5, -25,  -5, -13, -17,  -5, -13,  -5,  -5, -21,  -5,  -5,  -5, -17,  -5,  91,  -5,  -5,  -5,  -9
 706,     1,  -8,  -4, -12,  -4,  -4,  -4,  -8,  -4,  -4,  -4,  -4,  -4,  -4, -16, -20, -12,  -4, -12,  80,  -4
 707,     1, -11,  -3,  -3,  -3,  -3, -15,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -11,  -3,  -3,  93, -11,  -3,  -3
 708,     1,  -6,  -6,  -6,  82,  -6,  -6, -22, -10, -10,  -6,  -6,  -6, -30,  -6,  -6,  -6, -22, -22,  -6,  -6
 709,     1,  -3,  -3,  -3,  -3,  -7,  -3, -15,  -3,  -3,  -3,  89,  -7,  -3, -15,  -3,  -3, -11, -11, -11, -11
 710,     1,  -6,  -6, -18, -26,  -6,  -6, -10, -18, -26, -18,  -6,  82,  -6, -22, -26,  -6,  -6, -18,  -6, -22
 711,     1, -22,  -6,  82,  -6,  -6,  -6,  -6,  -6,  -6,  -6, -30, -26,  -6,  -6,  -6,  -6,  -6,  -6,  -6, -30
 712,     1, -17,  -5, -21, -21, -25, -21,  87,  -5,  -5,  -5, -25, -17,  -5, -21,  -5,  -5,  -5, -13,  -5, -21
 713,     1,  -4,  -4,  -8,  -4, -20,  -4,  -4, -12,  -4,  -4,  -4, -20,  -4,  -4,  -4, -20, -16,  -4,  -4,  80
 714,     1,  -8, -20,  -8,  -4,  -4,  -4,  -4,  -4,  84,  -4, -12,  -8,  -4,  -4, -16,  -4, -20,  -4,  -4, -20
 715,     1, -26,  -6,  -6, -30,  -6,  -6, -14, -18,  -6,  -6,  -6,  -6,  -6,  82, -14, -22,  -6,  -6,  -6,  -6
 716,     1,  92,  -4,  -4,  -4,  -4, -12,  -4,  -4,  -8,  -8, -20, -20,  -4,  -4,  -4,  -4,  -4,  -8,  -4,  -8
 717,     1,  -5,  -5,  -5,  -5,  -5,  -5, -21,  -5, -25,  -5,  -5,  -5,  -9,  -5,  -9,  -5,  -5,  -9,  87, -17
 718,     1,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  90,  -6,  -2,  -2
 719,     1,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -12,  -4,  -4,  -4,  -8,  -4,  -4,  -8,  92, -12,  -4, -20, -12
 720,     1, -26,  -6,  -6,  -6,  -6, -30,  70, -14,  -6,  -6, -10, -26, -14,  -6,  -6,  -6, -18, -18,  -6, -18
 721,     1,  -3,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -15,  -3,  -3,  -3,  -3,  -7,  93, -15,  -3,  -3,  -3
 722,     1,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  94,  -2,  -2,  -2,  -2,  -6,  -2,  -2,  -2,  -2,  -2
 723,     1,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  93, -11,  -3,  -3,  -3,  -7,  -3,  -3,  -7,  -3
 724,     1,  -3,  -3, -11,  -3, -11,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -7,  -7,  -3,  -3, -15,  -7,  89,  -3
 725,     1, -26, -26, -14, -18,  -6,  -6,  -6,  -6,  -6,  -6, -22,  70, -18,  -6,  -6, -14,  -6,  -6,  -6,  -6
 726,     1,  -5, -17,  -5, -25, -21,  -5, -25, -21,  83, -21, -21,  -5,  -5,  -5,  -9,  -5, -21, -17,  -5,  -5
 727,     1, -27, -11,  -7, -27, -15, -19, -19, -31,  -7,  69,  -7, -27,  -7, -31,  -7,  -7, -19,  -7, -15,  -7
 728,     1, -15,  -7,  -7, -11,  -7,  -7,  69,  -7,  -7, -31,  -7, -35,  -7,  -7,  -7,  -7,  -7,  -7,  -7, -23
 729,     1,  -3,  -3,  -3,  -7,  -3,  -3,  -3, -11,  -3,  -3,  -3,  -3,  93,  -3,  -7,  -3,  -3,  -3,  -3,  -3
 730,     1,  -6,  -6,  82,  -6,  -6, -18,  -6, -18,  -6,  -6,  -6, -30,  -6,  -6,  -6,  -6, -18,  -6,  -6,  -6
 731,     1,  -9,  -9,  -9, -25,  -9, -41,  -9, -25,  -9, -25, -37,  -9,  -9, -21,  -9, -41,  -9, -25,  67,  -9
 732,     1, -11, -23,  -7, -15, -19,  -7,  -7,  -7, -27, -15, -31,  -7,  -7, -11, -27, -31,  -7, -35,  77, -15
 733,     1,  78,  -6,  -6,  -6,  -6, -26, -22, -14,  -6,  -6, -18,  -6,  -6, -10,  -6,  -6, -14, -18,  -6, -14
 734,     1,  -9,  -5,  -9,  -5,  -5, -13,  -5, -25,  -5,  79, -25,  -5,  -5,  -5, -13, -13,  -5,  -5,  -5,  -5
 735,     1,  -7, -15,  -7, -27,  -7, -11, -11, -35,  -7, -23, -15,  69,  -7, -31,  -7, -23, -15,  -7, -11,  -7
 736,     1, -13, -25,  -5,  -5,  -5,  79,  -5, -13,  -5,  -5, -21,  -5,  -5,  -5,  -5,  -5, -21,  -5,  -5,  -5
 737,     1,  59,  -9,  -9,  -9,  -9,  -9,  -9,  -9, -41,  -9, -29, -21,  -9,  -9, -13, -29,  -9, -13,  -9, -33
 738,     1,  -4,  -4,  -4,  -4,  -4,  -4,  -8,  -4, -12,  80,  -4,  -8,  -4,  -8,  -4,  -4, -12,  -4,  -4,  -4
 739,     1,  -5,  79,  -5,  -5, -21, -21, -17, -17,  -5,  -5,  -5,  -5, -13,  -5,  -5, -13,  -5,  -5,  -5,  -5
 740,     1,  -4, -20,  -4,  -8, -20,  -4,  -4,  -4, -16, -16,  92,  -4,  -4,  -4,  -4, -12,  -4,  -4,  -8,  -4
 741,     1, -17,  -5,  -5,  -5,  -5,  -5, -25,  -5, -21,  -5, -21,  -5, -13,  -5,  -5, -17,  -5,  -5,  -5,  91
 742,     1, -12,  -4, -12,  -4,  -4,  -4, -16,  -4, -12,  -4,  -4,  -4,  -4,  -4,  84,  -4,  -4, -16,  -4,  -4
 743,     1,  -9, -37,  -9, -41,  -9,  67, -41, -21,  -9,  -9, -33, -29, -13, -13, -37,  -9,  -9,  -9, -41, -33
 744,     1,  -4, -12,  -4, -12, -16,  -4,  -4,  -4,  -4, -12,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  84,  -4,  -4
 745,     1,  -5,  -5,  -5, -17,  79, -21, -21,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5
 746,     1,  -6,  -6, -14,  -6,  -6,  -6, -22, -18, -18,  -6,  -6, -14, -18,  -6,  -6,  78, -18,  -6,  -6, -10
 747,     1, -16,  -4,  -4,  -4,  -4,  -4, -16, -16,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  84,  -4,  -4,  -4,  -4
 748,     1, -16,  92,  -4,  -4,  -4,  -4, -12,  -4,  -4, -16,  -4,  -4, -20, -20,  -4,  -4,  -4,  -4,  -4,  -8
 749,     1,  -8,  -8,  -8,  -8,  -8, -16,  88, -36, -16,  -8,  -8,  -8,  -8, -28,  -8, -20, -32,  -8, -36, -32
 750,     1, -32,  -8,  -8,  -8,  -8,  76,  -8,  -8, -36, -20,  -8, -36, -16,  -8,  -8,  -8,  -8,  -8, -24,  -8
 751,     1,  -8,  -8,  -8,  -8, -20, -12, -32, -20,  -8, -24,  -8, -32,  72,  -8,  -8,  -8, -20,  -8,  -8,  -8
 752,     1,  -4,  -4,  -4,  -4, -20,  -4, -12,  -4,  -4,  -4, -16,  -4,  -4,  -4,  -4,  -4,  -4,  92, -16,  -4
 753,     1,  -4, -16,  -4,  -4,  -4, -16,  92, -20,  -4,  -4,  -4,  -8,  -8, -16,  -4,  -4, -16,  -8,  -4,  -4
 754,     1,  -3,  -3,  -3,  93,  -3,  -3,  -3,  -3,  -7,  -3,  -3,  -7,  -3,  -3,  -3,  -3,  -7, -11,  -3,  -3
 755,     1,  -3,  -3,  -3,  -7,  -3,  -3,  -3,  -7,  -3,  -3,  -3,  -7,  93,  -3,  -3,  -3,  -3,  -3, -11,  -3
 756,     1, -10,  -6, -26, -22, -26,  -6, -10,  -6,  -6,  -6, -14,  78, -26, -26,  -6,  -6,  -6,  -6, -26,  -6
 757,     1, -17, -17,  -9,  -9,  -9, -33, -25,  -9,  63,  -9, -29,  -9,  -9, -41,  63,  -9,  -9, -17, -41, -41
 758,     1,  -4,  -4,  -4,  -4,  -4,  88,  -4,  -4,  -4,  -8,  -4, -12,  -4,  -4,  -4, -12,  -4, -12, -12,  -4
 759,     1, -30, -26,  -6, -18, -14,  78,  -6, -22,  -6, -30, -30,  -6,  -6,  -6,  -6, -22,  -6,  -6,  -6, -22
 760,     1,  -5,  -5,  -5, -21,  -5,  -5,  -5,  83,  -5,  -5,  -9,  -5,  -5,  -5, -21,  -5,  -5,  -5,  -5,  -5
 761,     1,  -5,  -5,  -5,  -5,  -5,  91,  -5,  -5, -25, -17,  -5,  -5, -13,  -5,  -5,  -9,  -5,  -5,  -9, -17
 762,     1,  -5,  -5,  -5,  -5, -25, -21,  -5,  -5, -13,  -5,  -5, -21,  -5,  -5,  83,  -5,  -5,  -9, -21,  -5
 763,     1, -21,  -9,  -9, -41, -17, -13,  -9,  -9, -13, -21,  -9,  -9, -21,  -9, -41,  -9,  59,  -9,  -9,  -9
 764,     1,  -9,  -9, -41, -17, -17,  71,  -9, -13,  -9, -41, -41, -33,  -9, -21, -25,  -9,  -9,  -9,  -9, -33
 765,     1, -11,  -3,  -3,  -3,  -3, -11,  -3,  -3,  -3,  -3, -15,  -7,  89,  -3,  -3,  -3,  -3,  -3,  -3,  -3
 766,     1,  -5,  -5,  -5,  -5,  -5,  -9,  -5,  -5,  91,  -5, -21,  -9,  -5,  -5,  -5,  -5, -21,  -5, -25, -13
 767,     1, -16,  -8, -20, -12, -16,  -8,  -8,  -8,  -8,  -8, -28,  -8, -36,  -8,  76,  -8,  -8,  -8,  -8, -12
 768,     1, -11,  -7, -11,  -7,  -3,  -3,  93,  -3, -11,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -15
 769,     1,  70,  -6, -14, -18, -30,  -6,  -6, -30, -14,  -6, -26,  -6, -26, -18,  -6,  -6,  -6, -30,  -6,  -6
 770,     1, -19,  -7, -31, -23, -31, -31,  -7, -19, -15,  81,  -7,  -7,  -7, -11,  -7,  -7,  -7,  -7, -15,  -7
 771,     1, -10, -10, -10, -42, -42, -10, -10, -10,  58, -10, -42, -42, -46, -10, -10, -42, -14, -42, -30, -10
 772,     1,  -8,  -4,  -4,  -4,  -4,  -4, -12,  -4, -16,  92, -20, -16,  -4,  -4,  -4,  -8,  -8,  -4, -20,  -4
 773,     1,  -7, -19, -27, -19,  -7,  -7, -27,  89,  -7,  -7,  -7, -19,  -7,  -7, -23,  -7,  -7, -11,  -7, -19
 774,     1,  -6,  -6,  -6,  -6, -10,  -6,  -6, -18,  -6,  -6,  -6, -18,  -6, -22,  -6, -22,  90,  -6,  -6,  -6
 775,     1,  -5, -25,  -5,  -5,  -5, -25,  -5,  -5,  -5,  -5,  -5,  -5, -13,  -5,  -9, -13, -17,  -5,  -9,  91
 776,     1,  -7,  -7, -11, -15, -31,  -7,  -7, -23, -11,  -7,  -7, -15, -35,  -7, -19,  -7,  -7,  73, -35,  -7
 777,     1,  -3,  -3,  93,  -3,  -3,  -3,  -3,  -3,  -3, -11,  -3,  -3,  -7,  -3,  -7,  -3,  -3,  -3, -15,  -7
 778,     1,  84,  -4, -16,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -16,  -4,  -4, -12,  -4,  -4,  -4,  -4,  -4
 779,     1, -13, -17,  -9,  -9,  -9,  63,  -9,  -9,  -9, -13,  -9, -21,  -9, -13,  -9, -37,  63,  -9,  -9,  -9
 780,     1,  -5,  -5,  -5,  -5, -17,  -5,  -5,  -5,  -5, -21,  -5, -13,  79, -13,  -5,  -5,  -5,  -5,  -5,  -9
 781,     1,  -5,  -5, -21,  -5,  87, -17,  -5,  -5,  -5,  -5, -17,  -5,  -5,  -5,  -5, -17,  -5,  -5, -17,  -5
 782,     1, -32,  -8,  -8, -20,  -8,  76, -16, -24,  -8,  -8,  -8,  -8, -32,  -8, -32,  68,  -8, -28,  -8,  -8
 783,     1,  -7,  -7, -31,  -7, -31,  -7, -15,  -7,  89, -11, -35, -15, -23,  -7,  -7,  -7,  -7,  -7,  -7,  -7
 784,     1, -16,  -8, -36,  -8,  -8, -12, -28,  -8,  84,  -8, -40, -36,  -8, -24, -12, -32, -24, -24, -24, -32
 785,     1,  -4,  -4,  -4,  -4,  -4, -20,  -4,  -4,  -4,  -4,  -4,  84,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4
 786,     1, -37, -41,  -9,  -9,  -9, -13,  -9, -33, -17,  63, -29,  -9,  -9, -41,  -9, -13, -13,  -9,  -9, -29
 787,     1,  -6, -18, -14, -26,  -6,  -6, -22, -22, -18,  -6, -30,  70,  -6,  -6, -18, -10,  -6, -18,  -6, -18
 788,     1,  -3,  -3,  85,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -11,  -3,  -3,  -3,  -3,  -3,  -3
 789,     1,  -6, -26,  -6,  -6,  -6,  -6, -18,  -6, -14,  82,  -6, -14,  -6,  -6,  -6,  -6,  -6, -14,  -6,  -6
 790,     1,  -5,  -5,  -5,  -5,  -9,  -5,  -5, -21,  -5, -25,  -5,  -5, -25, -13,  -5,  -5,  -9,  -5,  79,  -5
 791,     1, -26,  -6,  -6, -22, -14,  -6, -26, -26,  -6, -14,  -6,  -6,  -6, -10,  -6, -30,  -6, -30,  -6,  90
 792,     1,  -4,  -4,  -4,  -4,  -4,  -8,  -4,  -4,  -4, -16, -16,  -4,  -4,  -4,  -4,  -4,  84,  -4,  -4,  -4
 793,     1,  -3,  -3,  -3, -11,  -3,  -7,  -3,  93,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3
 794,     1,  -4,  -4,  -4,  -4,  -4, -16, -16,  -4,  -4,  -4,  -4,  -8, -16, -12,  88,  -4,  -4,  -4, -20,  -4
 795,     1,  -3, -11,  -3,  -3,  -3,  -3,  -3,  89,  -3,  -3, -11,  -3, -15, -11,  -3,  -3,  -7,  -3,  -3,  -3
 796,     1, -23,  -7, -11,  -7,  -7,  77,  -7,  -7,  81,  -7,  -7,  -7,  -7,  -7,  -7,  -7,  -7,  -7, -35,  -7
 797,     0, -47, -15, -11, -11, -11, -47, -35, -43, -11, -35, -11, -15, -11, -11, -23, -39, -43, -15, -19, -27
 798,     1, -12,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  88,  -4, -16,  -4,  -4,  -4,  -4,  -4
 799,     1,  -7,  -3,  -3, -11,  -3, -11, -15,  93,  -3,  -3,  -3,  -7, -15,  -3,  -3,  -3, -11,  -7,  -3,  -3
 800,     1,  -6,  74, -30,  -6,  -6, -14, -30,  -6, -10,  -6,  -6,  -6,  -6,  -6, -26,  -6, -30,  -6, -18, -14
 801,     1,  -6,  -6, -18,  -6,  -6, -18,  -6,  86, -10,  -6,  -6,  -6, -10, -10, -18,  -6,  -6,  -6,  -6,  -6
 802,     1, -37, -25, -21,  75,  -9,  -9,  -9, -37,  -9, -25,  -9,  -9,  -9, -17, -37,  -9, -41, -21,  -9, -17
 803,     1,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -12,  80, -16,  -4,  -4, -16,  -4,  -4,  -4,  -8,  -4,  -4,  -4
 804,     1,  -3,  -7,  -3,  -7,  89,  -3,  -3,  -3,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -15,  -3,  -3
 805,     1,  -5, -17,  79,  -5, -13,  -5,  -5, -17, -13,  -5,  -5, -21, -13,  -5,  -5,  -5,  -5,  -5,  -5, -17
 806,     1,  -4,  84,  -4,  -4,  -4,  -4,  -4, -16,  -4, -12,  -4,  -4,  -4,  -4,  -4,  -4, -16,  -8,  -4,  -4
 807,     1,  -8,  -8,  -8, -16,  -8,  -8, -12, -36,  -8,  -8, -20,  -8,  -8,  72,  -8,  -8, -16, -28,  -8, -36
 808,     1, -27,  -7,  -7, -31,  -7, -11,  -7,  -7,  89,  -7, -19, -31, -35, -31, -31,  -7,  -7,  -7,  -7,  -7
 809,     1, -26,  -6,  -6,  82, -22, -18, -22,  -6, -10, -26,  -6, -26, -18, -26,  -6,  -6, -26, -10, -14,  -6
 810,     1,  -6, -26,  78,  -6,  -6,  -6,  -6, -14, -10,  -6, -22,  -6,  -6, -22,  -6,  -6,  -6,  -6,  -6,  -6
 811,     1,  -6, -22,  -6,  -6,  -6, -26, -30,  -6,  -6,  -6, -22,  90, -14, -30, -10,  -6,  -6,  -6, -14,  74
 812,     1,  84,  -4,  -4, -12,  -4,  -4,  -4,  -8,  -4,  -4,  -4, -16,  -4,  -4,  -4, -12,  -4,  -4,  -4,  -4
 813,     1,  83, -25, -21,  -5,  -5,  -5, -25, -13,  -5,  -5,  -5,  -5, -21,  -5, -17, -13,  -5, -17,  -5,  -5
 814,     1, -17,  -5, -13, -21,  -5,  -5,  -5, -21,  -5,  -5,  -5,  -5,  83,  -5, -21, -13,  -9,  -5,  -5,  -5
 815,     1,  -5,  -5,  -5,  -5,  -5,  -9, -13,  -5,  -5,  -5,  -5,  -5,  -5,  79,  -5,  -5,  -5,  -5,  -5, -21
 816,     1,  -3,  -3,  -3, -11,  -3,  -3,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  89,  -3,  -3, -11
 817,     1,  -3,  -3,  -3,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -11, -11,  -3,  -7,  -3,  -3,  93, -15
 818,     1, -10,  -6, -14, -10, -30,  -6,  -6, -26,  -6,  -6,  -6,  -6,  -6,  -6,  -6,  -6, -22, -18,  -6,  78
 819,     1, -33,  -9, -21,  -9, -25, -17,  -9, -29,  -9,  -9, -21,  -9, -25, -37,  -9,  -9,  -9,  -9,  63,  -9
 820,     1,  -4, -16,  -4,  -4,  -4,  84,  -4,  -4, -16,  -4, -20, -12,  -4, -20,  -4,  -4, -16,  -4,  -8,  -4
 821,     1,  -3,  -3,  -7,  -3,  -3, -11,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  93,  -3,  -3,  -3,  -3,  -3,  -3
 822,     1,  -3,  -3,  -3,  -3,  -3,  -3,  89, -11,  -3,  -3,  -7,  -3,  -3,  -3,  -3,  -3, -11,  -3,  -7,  -3
 823,     1,  -8,  76, -20,  -8,  -8,  -8,  -8,  -8, -24,  -8,  -8,  -8,  -8, -20, -20,  -8,  -8, -28,  -8,  -8
 824,     1,  -4,  -4,  -4,  -4,  88, -16,  -4, -12, -20,  -4,  -4, -16,  -4,  -4,  -4,  -4, -12, -12, -12,  -4
 825,     1,  -7,  -7, -11,  -7,  69, -11, -15, -27,  -7, -31, -19,  -7,  -7,  -7, -23, -31,  -7,  -7,  -7, -35
 826,     1,  -5,  -5,  -9,  -9, -17, -21,  -5,  -5, -13,  -5, -17, -13,  91,  -5,  -9,  -5,  -9, -25,  -5, -21
 827,     1,  -7, -19,  -7,  -7,  -7,  -7,  -7,  -7,  -7, -19,  -7, -27,  -7,  65,  -7, -27, -15,  -7, -27, -31
 828,     1,  -3,  89,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -15,  -3
 829,     1,  -7, -23, -15,  -7, -35,  73,  -7, -11, -27,  -7,  -7, -19,  -7,  -7, -11, -31,  -7,  -7,  -7,  -7
 830,     1, -10,  -6,  -6,  -6,  -6,  -6, -22,  86,  -6,  -6,  -6,  -6, -22, -22, -22,  -6,  -6,  -6, -10, -14
 831,     1,  -4,  -4,  -4, -16,  -8,  -4,  -4,  -4,  -4,  88,  -4,  -4, -12,  -4,  -4,  -4,  -4,  -8,  -4,  -4
 832,     1,  -4,  -4,  -4,  -4,  -4, -12,  -4, -16,  -4,  -4,  -4,  88,  -4,  -8,  -4, -12, -16,  -4,  -4,  -8
 833,     1,  -4,  -4, -16,  88,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -16,  -4,  -4, -16,  -4,  -4,  -4,  -4
 834,     1,  -6,  -6, -18,  -6,  -6,  -6,  -6,  -6,  -6, -26, -26,  -6,  -6,  -6,  90, -22, -18, -18,  -6,  -6
 835,     1,  -6,  -6,  -6,  -6,  -6,  -6, -10,  -6,  -6,  -6,  -6,  -6,  -6,  86,  -6, -26,  -6,  -6, -30,  -6
 836,     1,  -4, -12,  -4,  -4,  -8, -16,  -4,  -4, -16, -16,  -4,  -4,  80,  -8,  -4, -12, -20,  -4,  -4,  -4
 837,     1,  -6, -18,  -6, -14,  -6,  -6,  -6, -14, -22,  82, -30, -18,  -6,  -6, -14, -26, -10,  -6,  -6, -10
 838,     1,  -4,  -4,  -4,  -4,  -4, -16,  92,  -4,  -4,  -4,  -4,  -4, -16,  -4,  -4,  -4,  -4,  -4,  -4,  -8
 839,     1,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -7,  -3, -15,  -3,  -3, -15,  -3,  -3,  89,  -3,  -3
 840,     1,  -4,  -4,  -4,  -4,  -4,  -4,  -8,  -4,  -4,  -4,  -4, -16, -20,  -4,  -4,  -4,  -4,  92,  -4,  -4
 841,     1,  -6,  86,  -6,  -6,  -6, -22,  -6, -10, -22,  -6, -26, -10,  -6, -10,  -6,  -6,  -6, -10, -18, -10
 842,     1,  -3,  -3,  -3,  -3,  -3,  -7,  -3, -11,  -3,  -3,  -3,  -3, -11,  -3,  -3,  93,  -3,  -3,  -3,  -3
 843,     1,  -3,  -3,  -3,  -7,  -3,  -3,  89,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -7,  -3,  -3
 844,     1,  -7,  -7,  -7, -23,  -7, -23, -19, -31,  -7, -11, -27,  -7,  -7,  77,  -7,  -7, -31, -19, -11,  -7
 845,     1, -20,  -4,  -4,  -4,  -8,  -4,  -4, -12,  -4,  92,  -4,  -4,  -8, -16,  -4,  -4,  -4,  -4, -16,  -4
 846,     1,  -6,  -6,  -6, -18,  -6, -10,  -6,  -6, -22, -22, -10, -26,  74,  -6,  -6, -22, -10,  -6,  -6,  -6
 847,     1,  88,  -4,  -4,  -4,  -4, -12,  -4,  -4,  -4,  -4,  -4,  -8,  -4,  -4,  -4,  -4,  -4, -20,  -4,  -4
 848,     1, -12,  -4,  -4, -16, -20,  -4,  80,  -4,  -4,  -4,  -4,  -4, -12,  -8,  -4, -12,  -4,  -4,  -4,  -4
 849,     1,  85, -11,  -7,  -3,  -3,  -7, -11,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3
 850,     1,  -3,  -3,  -3,  -3, -11,  -3, -15, -11,  -3,  -3,  -3,  93,  -3,  -3,  -3,  -3,  -3,  -7,  -3,  -3
 851,     1,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -15, -11,  -3,  85,  -3,  -7,  -7,  -3,  -3,  -3,  -3, -15
 852,     1,  -6, -14,  -6,  -6, -22,  -6,  -6,  -6,  -6,  -6,  -6, -10, -18, -22,  -6,  78, -26, -10,  -6,  -6
 853,     1, -23,  89,  -7, -23,  -7,  -7,  -7, -35,  -7,  -7, -11, -23,  -7, -23, -27,  -7, -31,  -7, -19, -27
 854,     1,  -6,  -6,  -6, -26, -22,  -6, -22, -30,  -6,  -6, -10, -18, -30,  -6,  -6, -26, -26,  86, -26,  -6
 855,     1,  -7, -15, -11,  -7, -27,  -7, -19,  -7,  -7, -19,  -7,  -7,  -7,  -7, -11, -23,  -7,  85, -15, -15
 856,     1,  -2,  -2,  -2,  90,  -2,  -2,  -2,  -2,  -2,  -6,  -2,  -2,  -2, -10,  -2,  -2, -10,  -2,  -2,  -2
 857,     1,  -5,  -5,  -5,  -5,  -5,  -5,  -9,  -5,  -5, -21,  -5,  91,  -5,  -9,  -5,  -5, -17,  -5, -17, -13
 858,     1,  -3, -15,  -3,  -3,  -3,  -3,  93,  -3,  -3,  -7, -11, -11,  -3,  -3,  -3,  -3, -11, -11,  -3,  -3
 859,     1,  -5,  -5, -21,  -5, -25, -17,  -5,  -5,  -5,  -9, -25,  91, -13,  -5,  -5, -17,  -5,  -9, -13,  -5
 860,     1,  -3,  -3, -15,  -3,  -3,  -3,  -3,  -3,  -3, -11,  -3,  -3,  -3,  -7,  -3,  -3,  -3, -11,  85,  -3
 861,     1,  -5,  -5,  -5,  -5,  -9,  79,  -5,  -5,  -5, -21,  -5, -13, -17, -21,  -5, -21,  -5,  -5,  -5,  -5
 862,     1, -32, -20,  -8,  -8,  -8,  -8, -16,  -8, -12,  -8,  80,  -8, -32,  -8,  -8, -20, -28, -32, -24,  -8
 863,     1,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -16, -12,  84,  -4,  -8,  -4, -12,  -4, -16,  -8,  -4, -12
 864,     1,  -2,  -2,  -2,  -2,  -2,  90,  -2,  -2,  -2,  -2,  -2,  -6,  -2,  -6,  -2,  -2,  -2,  -2,  -2,  -2
 865,     1,  -3,  -3,  -7,  -3,  -3,  -3, -11,  85,  -3,  -3,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -7
 866,     1,  -4,  -4,  -4,  -8,  -4,  -4,  -4,  -4,  92,  -4,  -4,  -8,  -4,  -8, -20, -12,  -4,  -4, -16,  -4
 867,     1,  -9,  -5,  -5,  -5,  83,  -5, -17,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -9,  -5,  -5,  -5,  -5
 868,     1,  -9,  -5, -17, -25,  -5, -25,  -5,  79,  -5,  -5, -21,  -5,  -5,  -5,  -5, -25, -21,  -5, -25, -13
 869,     1,  -8,  84,  -8,  -8,  -8, -40, -32, -36,  -8,  -8,  -8, -32,  -8, -36, -40,  -8,  -8, -28,  -8, -40
