nExp, Time,  AVy,  A0x,  A0y 
  82,    4,   20,    1,   27
  82,    5,   26,    1,   26
  82,    6,   32,    1,   25
  82,    7,   38,    1,   24
  82,    8,   44,    1,   23
  82,    9,   50,    1,   22
  82,   10,   56,    1,   21
  82,   11,   62,    1,   20
   0,   83,    0,   11,   57
  83,    1,    3,   11,   56
  83,    2,    9,   11,   55
  83,    3,   15,   10,   55
  83,    4,   21,    9,   55
  83,    5,   27,    8,   55
  83,    6,   33,    7,   55
  83,    7,   39,    6,   55
  83,    8,   45,    5,   55
  83,    9,   51,    4,   55
   0,   84,    0,   10,   36
  84,    1,    2,   10,   35
  84,    2,    8,   10,   34
  84,    3,   14,    9,   34
  84,    4,   20,    8,   34
  84,    5,   26,    7,   34
  84,    6,   32,    6,   34
  84,    7,   38,    5,   34
  84,    8,   44,    4,   34
  84,    9,   50,    3,   34
  84,   10,   56,    2,   34
  84,   11,   62,    1,   34
   0,   85,    0,   10,   46
  85,    1,    3,   10,   45
  85,    2,    9,   10,   44
  85,    3,   15,   10,   43
  85,    4,   21,   10,   42
  85,    5,   27,   10,   41
  85,    6,   33,   10,   40
  85,    7,   39,   10,   39
  85,    8,   45,   10,   38
  85,    9,   51,   10,   37
  85,   10,   57,   10,   36
  85,   11,   63,   10,   35
   0,   86,    0,    0,   31
  86,    1,    4,    0,   30
  86,    2,   10,    1,   30
  86,    3,   16,    2,   30
  86,    4,   22,    3,   30
  86,    5,   28,    4,   30
   0,   87,    0,    0,   63
  87,    1,    4,    0,   62
  87,    2,   10,    0,   61
  87,    3,   16,    0,   60
  87,    4,   22,    0,   59
  87,    5,   28,    0,   58
  87,    6,   34,    0,   57
  87,    7,   40,    0,   56
  87,    8,   46,    0,   55
  87,    9,   52,    0,   54
  87,   10,   58,    0,   53
  87,   11,   64,    0,   52
   0,   88,    0,    1,   27
  88,    1,    5,    1,   26
  88,    2,   11,    1,   25
  88,    3,   17,    1,   24
  88,    4,   23,    1,   23
  88,    5,   29,    1,   22
  88,    6,   35,    1,   21
  88,    7,   41,    1,   20
  88,    8,   47,    1,   19
  88,    9,   53,    1,   18
  88,   10,   59,    1,   17
   0,   89,    0,    1,   63
  89,    1,    0,    2,   63
  89,    2,    6,    3,   63
  89,    3,   12,    4,   63
  89,    4,   18,    5,   63
  89,    5,   24,    6,   63
  89,    6,   30,    7,   63
  89,    7,   36,    8,   63
  89,    8,   42,    9,   63
  89,    9,   48,   10,   63
  89,   10,   54,   11,   63
  89,   11,   60,   10,   63
   0,   90,    0,   10,   54
  90,    1,    1,   10,   53
  90,    2,    7,   10,   52
  90,    3,   13,   10,   51
  90,    4,   19,   10,   50
  90,    5,   25,   10,   49
  90,    6,   31,   10,   48
  90,    7,   37,   10,   47
  90,    8,   43,   10,   46
  90,    9,   49,   10,   45
  90,   10,   55,   10,   44
  90,   11,   61,   10,   43
   0,   91,    0,   10,   47
  91,    1,    2,    9,   47
  91,    2,    8,    8,   47
  91,    3,   14,    7,   47
  91,    4,   20,    6,   47
  91,    5,   26,    5,   47
  91,    6,   32,    4,   47
  91,    7,   38,    3,   47
  91,    8,   44,    2,   47
   0,   92,    0,    1,   47
  92,    1,    3,    1,   46
  92,    2,    9,    1,   45
  92,    3,   15,    1,   44
  92,    4,   21,    1,   43
  92,    5,   27,    1,   42
  92,    6,   33,    1,   41
  92,    7,   39,    1,   40
  92,    8,   45,    1,   39
  92,    9,   51,    1,   38
  92,   10,   57,    1,   37
  92,   11,   63,    1,   36
   0,   93,    0,    0,   27
  93,    1,    4,    0,   26
  93,    2,   10,    0,   25
  93,    3,   16,    0,   24
  93,    4,   22,    0,   23
  93,    5,   28,    0,   22
  93,    6,   34,    0,   21
  93,    7,   40,    0,   20
  93,    8,   46,    0,   19
  93,    9,   52,    0,   18
  93,   10,   58,    1,   18
  93,   11,   64,    2,   18
   0,   94,    0,    1,   24
  94,    1,    5,    1,   23
  94,    2,   11,    1,   22
  94,    3,   17,    1,   21
  94,    4,   23,    1,   20
  94,    5,   29,    2,   20
  94,    6,   35,    3,   20
  94,    7,   41,    4,   20
  94,    8,   47,    5,   20
  94,    9,   53,    6,   20
  94,   10,   59,    7,   20
   0,   95,    0,   10,   47
  95,    1,    0,   10,   46
  95,    2,    6,   10,   45
  95,    3,   12,   10,   44
  95,    4,   18,   10,   43
  95,    5,   24,   10,   42
  95,    6,   30,   10,   41
  95,    7,   36,   10,   40
  95,    8,   42,   10,   39
  95,    9,   48,    9,   39
  95,   10,   54,    8,   39
  95,   11,   60,    7,   39
   0,   96,    0,   11,   60
  96,    1,    1,   11,   59
  96,    2,    7,   11,   58
  96,    3,   13,   11,   57
  96,    4,   19,   11,   56
  96,    5,   25,   11,   55
  96,    6,   31,   11,   54
  96,    7,   37,   11,   53
  96,    8,   43,   10,   53
  96,    9,   49,    9,   53
  96,   10,   55,    8,   53
  96,   11,   61,    7,   53
   0,   97,    0,    1,   33
  97,    1,    2,    1,   32
  97,    2,    8,    1,   31
  97,    3,   14,    1,   30
  97,    4,   20,    1,   29
  97,    5,   26,    1,   28
  97,    6,   32,    1,   27
  97,    7,   38,    1,   26
  97,    8,   44,    2,   26
  97,    9,   50,    3,   26
  97,   10,   56,    4,   26
  97,   11,   62,    5,   26
   0,   98,    0,   10,   48
  98,    1,    3,   10,   47
  98,    2,    9,   10,   46
  98,    3,   15,   10,   45
  98,    4,   21,    9,   45
  98,    5,   27,    8,   45
  98,    6,   33,    7,   45
  98,    7,   39,    6,   45
  98,    8,   45,    5,   45
  98,    9,   51,    4,   45
  98,   10,   57,    3,   45
  98,   11,   63,    2,   45
   0,   99,    0,   10,   37
  99,    1,    4,   10,   36
  99,    2,   10,   10,   35
  99,    3,   16,   10,   34
  99,    4,   22,   10,   33
  99,    5,   28,   10,   32
  99,    6,   34,   10,   31
  99,    7,   40,   10,   30
  99,    8,   46,   10,   29
  99,    9,   52,   10,   28
  99,   10,   58,   10,   27
  99,   11,   64,   10,   26
   0,  100,    0,    1,   25
 100,    1,    5,    1,   24
 100,    2,   11,    1,   23
 100,    3,   17,    1,   22
 100,    4,   23,    1,   21
 100,    5,   29,    1,   20
 100,    6,   35,    1,   19
 100,    7,   41,    1,   18
 100,    8,   47,    1,   17
 100,    9,   53,    2,   17
 100,   10,   59,    3,   17
   0,  101,    0,    0,   43
 101,    1,    0,    0,   42
 101,    2,    6,    0,   41
 101,    3,   12,    0,   40
 101,    4,   18,    0,   39
 101,    5,   24,    0,   38
 101,    6,   30,    0,   37
 101,    7,   36,    0,   36
 101,    8,   42,    0,   35
 101,    9,   48,    0,   34
 101,   10,   54,    0,   33
 101,   11,   60,    0,   32
   0,  102,    0,    1,   42
 102,    1,    1,    1,   41
 102,    2,    7,    1,   40
 102,    3,   13,    1,   39
 102,    4,   19,    1,   38
 102,    5,   25,    1,   37
 102,    6,   31,    1,   36
 102,    7,   37,    1,   35
 102,    8,   43,    1,   34
 102,    9,   49,    2,   34
 102,   10,   55,    3,   34
 102,   11,   61,    4,   34
   0,  103,    0,   11,   64
 103,    1,    2,   11,   63
 103,    2,    8,   11,   62
 103,    3,   14,   11,   61
 103,    4,   20,   11,   60
 103,    5,   26,   11,   59
 103,    6,   32,   10,   59
 103,    7,   38,    9,   59
 103,    8,   44,    8,   59
 103,    9,   50,    7,   59
 103,   10,   56,    6,   59
 103,   11,   62,    5,   59
   0,  104,    0,    1,   28
 104,    1,    3,    1,   27
 104,    2,    9,    1,   26
 104,    3,   15,    1,   25
 104,    4,   21,    1,   24
 104,    5,   27,    1,   23
 104,    6,   33,    1,   22
 104,    7,   39,    1,   21
 104,    8,   45,    2,   21
 104,    9,   51,    3,   21
 104,   10,   57,    4,   21
 104,   11,   63,    5,   21
   0,  105,    0,    1,   55
 105,    1,    4,    1,   54
 105,    2,   10,    1,   53
 105,    3,   16,    1,   52
 105,    4,   22,    1,   51
 105,    5,   28,    1,   50
 105,    6,   34,    1,   49
 105,    7,   40,    1,   48
 105,    8,   46,    1,   47
 105,    9,   52,    1,   46
 105,   10,   58,    1,   45
 105,   11,   64,    1,   44
   0,  106,    0,   11,   63
 106,    1,    5,   11,   62
 106,    2,   11,   11,   61
 106,    3,   17,   10,   61
 106,    4,   23,    9,   61
 106,    5,   29,    8,   61
 106,    6,   35,    7,   61
 106,    7,   41,    6,   61
 106,    8,   47,    5,   61
 106,    9,   53,    4,   61
 106,   10,   59,    3,   61
   0,  107,    0,    0,   65
 107,    1,    4,    0,   64
 107,    2,   10,    0,   63
 107,    3,   16,    0,   62
 107,    4,   22,    0,   61
 107,    5,   28,    0,   60
 107,    6,   34,    0,   59
 107,    7,   40,    0,   58
 107,    8,   46,    0,   57
 107,    9,   52,    0,   56
 107,   10,   58,    0,   55
 107,   11,   64,    0,   54
   0,  108,    0,   10,   38
 108,    1,    5,   10,   37
 108,    2,   11,   10,   36
 108,    3,   17,   10,   35
 108,    4,   23,   10,   34
 108,    5,   29,   10,   33
 108,    6,   35,   10,   32
 108,    7,   41,    9,   32
 108,    8,   47,    8,   32
 108,    9,   53,    7,   32
 108,   10,   59,    6,   32
   0,  109,    0,   10,   65
 109,    1,    0,   10,   64
 109,    2,    6,   10,   63
 109,    3,   12,   10,   62
 109,    4,   18,   10,   61
 109,    5,   24,   10,   60
 109,    6,   30,   10,   59
 109,    7,   36,   10,   58
 109,    8,   42,   10,   57
 109,    9,   48,   10,   56
 109,   10,   54,   10,   55
 109,   11,   60,   10,   54
   0,  110,    0,    1,   48
 110,    1,    1,    1,   47
 110,    2,    7,    1,   46
 110,    3,   13,    1,   45
 110,    4,   19,    1,   44
 110,    5,   25,    1,   43
 110,    6,   31,    1,   42
 110,    7,   37,    1,   41
 110,    8,   43,    2,   41
 110,    9,   49,    3,   41
 110,   10,   55,    4,   41
 110,   11,   61,    5,   41
   0,  111,    0,    1,   23
 111,    1,    2,    1,   22
 111,    2,    8,    1,   21
 111,    3,   14,    1,   20
 111,    4,   20,    1,   19
 111,    5,   26,    1,   18
 111,    6,   32,    1,   17
 111,    7,   38,    1,   16
 111,    8,   44,    1,   15
 111,    9,   50,    1,   14
 111,   10,   56,    1,   13
 111,   11,   62,    1,   12
   0,  112,    0,   10,   36
 112,    1,    3,   10,   35
 112,    2,    9,   10,   34
 112,    3,   15,   10,   33
 112,    4,   21,   10,   32
 112,    5,   27,   10,   31
 112,    6,   33,   10,   30
 112,    7,   39,   10,   29
 112,    8,   45,   10,   28
 112,    9,   51,   10,   27
 112,   10,   57,   10,   26
 112,   11,   63,   10,   25
   0,  113,    0,   11,   60
 113,    1,    4,   10,   60
 113,    2,   10,    9,   60
 113,    3,   16,    8,   60
 113,    4,   22,    7,   60
 113,    5,   28,    6,   60
 113,    6,   34,    5,   60
 113,    7,   40,    4,   60
 113,    8,   46,    3,   60
 113,    9,   52,    2,   60
 113,   10,   58,    1,   60
 113,   11,   64,    2,   60
   0,  114,    0,    0,   23
 114,    1,    5,    0,   22
 114,    2,   11,    0,   21
 114,    3,   17,    0,   20
 114,    4,   23,    0,   19
 114,    5,   29,    0,   18
 114,    6,   35,    0,   17
 114,    7,   41,    0,   16
 114,    8,   47,    0,   15
 114,    9,   53,    0,   14
 114,   10,   59,    1,   14
   0,  115,    0,   10,   62
 115,    1,    0,   10,   61
 115,    2,    6,   10,   60
 115,    3,   12,   10,   59
 115,    4,   18,   10,   58
 115,    5,   24,   10,   57
 115,    6,   30,   10,   56
 115,    7,   36,   10,   55
 115,    8,   42,   10,   54
 115,    9,   48,   10,   53
 115,   10,   54,   10,   52
 115,   11,   60,   10,   51
   0,  116,    0,    1,   64
 116,    1,    1,    1,   63
 116,    2,    7,    1,   62
 116,    3,   13,    1,   61
 116,    4,   19,    2,   61
 116,    5,   25,    3,   61
 116,    6,   31,    4,   61
 116,    7,   37,    5,   61
 116,    8,   43,    6,   61
 116,    9,   49,    7,   61
 116,   10,   55,    8,   61
 116,   11,   61,    9,   61
   0,  117,    0,    0,   58
 117,    1,    2,    0,   57
 117,    2,    8,    0,   56
 117,    3,   14,    0,   55
 117,    4,   20,    0,   54
 117,    5,   26,    0,   53
 117,    6,   32,    0,   52
 117,    7,   38,    0,   51
 117,    8,   44,    0,   50
 117,    9,   50,    0,   49
 117,   10,   56,    0,   48
 117,   11,   62,    1,   48
   0,  118,    0,    1,   16
 118,    1,    3,    1,   15
 118,    2,    9,    1,   14
 118,    3,   15,    1,   13
 118,    4,   21,    1,   12
 118,    5,   27,    1,   11
 118,    6,   33,    1,   10
 118,    7,   39,    1,    9
 118,    8,   45,    1,    8
 118,    9,   51,    1,    7
 118,   10,   57,    1,    6
 118,   11,   63,    1,    5
   0,  119,    0,    1,   36
 119,    1,    4,    1,   35
 119,    2,   10,    1,   34
 119,    3,   16,    1,   33
 119,    4,   22,    1,   32
 119,    5,   28,    1,   31
 119,    6,   34,    1,   30
 119,    7,   40,    1,   29
 119,    8,   46,    2,   29
 119,    9,   52,    3,   29
 119,   10,   58,    4,   29
 119,   11,   64,    5,   29
   0,  120,    0,   11,   64
 120,    1,    5,   11,   63
 120,    2,   11,   11,   62
 120,    3,   17,   11,   61
 120,    4,   23,   11,   60
 120,    5,   29,   11,   59
 120,    6,   35,   11,   58
 120,    7,   41,   11,   57
 120,    8,   47,   11,   56
 120,    9,   53,   11,   55
 120,   10,   59,   11,   54
   0,  121,    0,    0,   43
 121,    1,    0,    1,   43
 121,    2,    6,    2,   43
 121,    3,   12,    3,   43
 121,    4,   18,    4,   43
 121,    5,   24,    5,   43
 121,    6,   30,    6,   43
 121,    7,   36,    7,   43
 121,    8,   42,    8,   43
 121,    9,   48,    9,   43
 121,   10,   54,   10,   43
 121,   11,   60,   11,   43
   0,  122,    0,   10,   46
 122,    1,    1,   10,   45
 122,    2,    7,   10,   44
 122,    3,   13,   10,   43
 122,    4,   19,   10,   42
 122,    5,   25,   10,   41
 122,    6,   31,   10,   40
 122,    7,   37,   10,   39
 122,    8,   43,   10,   38
 122,    9,   49,   10,   37
 122,   10,   55,   10,   36
 122,   11,   61,   10,   35
   0,  123,    0,   11,   57
 123,    1,    2,   10,   57
 123,    2,    8,    9,   57
 123,    3,   14,    8,   57
 123,    4,   20,    7,   57
 123,    5,   26,    6,   57
 123,    6,   32,    5,   57
 123,    7,   38,    4,   57
 123,    8,   44,    3,   57
 123,    9,   50,    2,   57
 123,   10,   56,    1,   57
 123,   11,   62,    2,   57
   0,  124,    0,    0,   19
 124,    1,    3,    0,   18
 124,    2,    9,    0,   17
 124,    3,   15,    0,   16
 124,    4,   21,    0,   15
 124,    5,   27,    0,   14
 124,    6,   33,    0,   13
 124,    7,   39,    1,   13
 124,    8,   45,    2,   13
 124,    9,   51,    3,   13
 124,   10,   57,    4,   13
 124,   11,   63,    5,   13
   0,  125,    0,   10,   52
 125,    1,    4,   10,   51
 125,    2,   10,   10,   50
 125,    3,   16,   10,   49
 125,    4,   22,   10,   48
 125,    5,   28,   10,   47
 125,    6,   34,   10,   46
 125,    7,   40,   10,   45
 125,    8,   46,   10,   44
 125,    9,   52,    9,   44
 125,   10,   58,    8,   44
 125,   11,   64,    7,   44
   0,  126,    0,   11,   65
 126,    1,    5,   11,   64
 126,    2,   11,   11,   63
 126,    3,   17,   11,   62
 126,    4,   23,   11,   61
 126,    5,   29,   11,   60
 126,    6,   35,   11,   59
 126,    7,   41,   11,   58
 126,    8,   47,   11,   57
 126,    9,   53,   11,   56
 126,   10,   59,   10,   56
   0,  127,    0,   11,   54
 127,    1,    0,   10,   54
 127,    2,    6,    9,   54
 127,    3,   12,    8,   54
 127,    4,   18,    7,   54
 127,    5,   24,    6,   54
 127,    6,   30,    5,   54
 127,    7,   36,    4,   54
 127,    8,   42,    3,   54
 127,    9,   48,    2,   54
   0,  128,    0,   10,   57
 128,    1,    0,   10,   56
 128,    2,    6,   10,   55
 128,    3,   12,   10,   54
 128,    4,   18,   10,   53
 128,    5,   24,    9,   53
 128,    6,   30,    8,   53
 128,    7,   36,    7,   53
 128,    8,   42,    6,   53
 128,    9,   48,    5,   53
   0,  129,    0,   10,   57
 129,    1,    1,   10,   56
 129,    2,    7,   10,   55
 129,    3,   13,   10,   54
 129,    4,   19,   10,   53
 129,    5,   25,   10,   52
 129,    6,   31,   10,   51
 129,    7,   37,   10,   50
 129,    8,   43,   10,   49
 129,    9,   49,   10,   48
 129,   10,   55,   10,   47
 129,   11,   61,   10,   46
   0,  130,    0,   11,   61
 130,    1,    2,   11,   60
 130,    2,    8,   11,   59
 130,    3,   14,   11,   58
 130,    4,   20,   11,   57
 130,    5,   26,   11,   56
 130,    6,   32,   10,   56
 130,    7,   38,    9,   56
 130,    8,   44,    8,   56
 130,    9,   50,    7,   56
 130,   10,   56,    6,   56
 130,   11,   62,    5,   56
   0,  131,    0,    1,   41
 131,    1,    3,    1,   40
 131,    2,    9,    1,   39
 131,    3,   15,    2,   39
 131,    4,   21,    3,   39
 131,    5,   27,    4,   39
 131,    6,   33,    5,   39
   0,  132,    0,    0,   46
 132,    1,    0,    0,   45
 132,    2,    6,    0,   44
 132,    3,   12,    0,   43
 132,    4,   18,    0,   42
 132,    5,   24,    0,   41
 132,    6,   30,    0,   40
 132,    7,   36,    0,   39
 132,    8,   42,    0,   38
 132,    9,   48,    1,   38
 132,   10,   54,    2,   38
 132,   11,   60,    3,   38
   0,  133,    0,    0,   25
 133,    1,    1,    0,   24
 133,    2,    7,    0,   23
 133,    3,   13,    0,   22
 133,    4,   19,    0,   21
 133,    5,   25,    0,   20
 133,    6,   31,    0,   19
 133,    7,   37,    0,   18
 133,    8,   43,    0,   17
 133,    9,   49,    0,   16
 133,   10,   55,    0,   15
 133,   11,   61,    0,   14
   0,  134,    0,    1,   54
 134,    1,    2,    1,   53
 134,    2,    8,    1,   52
 134,    3,   14,    1,   51
 134,    4,   20,    1,   50
 134,    5,   26,    1,   49
 134,    6,   32,    1,   48
 134,    7,   38,    2,   48
 134,    8,   44,    3,   48
   0,  135,    0,   10,   46
 135,    1,    2,   10,   45
 135,    2,    8,   10,   44
 135,    3,   14,   10,   43
 135,    4,   20,   10,   42
 135,    5,   26,   10,   41
 135,    6,   32,   10,   40
 135,    7,   38,   10,   39
 135,    8,   44,   10,   38
 135,    9,   50,   10,   37
 135,   10,   56,   10,   36
 135,   11,   62,   10,   35
   0,  136,    0,   10,   37
 136,    1,    3,   10,   36
 136,    2,    9,   10,   35
 136,    3,   15,   10,   34
 136,    4,   21,   10,   33
 136,    5,   27,   10,   32
 136,    6,   33,   10,   31
 136,    7,   39,   10,   30
